Field_ID,Year,Crop,Previous_Crop,Soil_pH,Soil_Nitrogen,Soil_Phosphorus,Soil_Potassium,Organic_Matter,Rainfall,Avg_Temperature,NDVI,Irrigation,Fertilizer_Type,Yield,Recommended_Next_Crop,Sustainable_Practice
440,2021,Legume,Barley,7.0,32,16,140,3.7,753,27.1,0.79,None,None,8.36,Barley,None
541,2019,Wheat,Rice,6.3,44,15,120,3.0,711,21.4,0.78,Drip,Chemical,9.29,Legume,Reduced tillage
541,2023,Maize,Maize,5.9,44,16,121,3.2,780,26.2,0.68,None,None,9.19,Wheat,Cover crop
397,2021,Wheat,Soybean,6.8,47,28,132,2.9,510,21.6,0.76,Drip,Chemical,8.73,Legume,Compost
556,2022,Rice,Soybean,6.1,52,21,159,3.8,487,20.9,0.63,Sprinkler,None,8.24,Wheat,Cover crop
531,2022,Rice,Maize,5.8,57,25,154,3.8,472,26.2,0.69,Drip,Organic,9.63,Wheat,Cover crop
241,2020,Soybean,Wheat,5.9,54,18,156,3.9,800,18.3,0.6,Drip,Organic,8.38,Maize,Reduced tillage
320,2021,Barley,Barley,7.3,47,30,132,3.1,688,28.1,0.6,None,Organic,6.98,Legume,Cover crop
117,2020,Legume,Maize,6.3,44,26,153,3.0,615,28.8,0.62,Drip,Organic,7.17,Rice,Compost
151,2021,Maize,Rice,7.0,34,16,145,2.8,634,22.0,0.77,Sprinkler,Chemical,9.82,Wheat,Compost
347,2021,Wheat,Wheat,6.0,46,24,120,3.3,456,27.0,0.62,None,Chemical,6.89,Legume,None
192,2022,Wheat,Legume,6.1,36,27,124,2.6,675,22.6,0.58,Drip,None,6.04,Legume,Compost
541,2019,Rice,Wheat,5.7,49,20,145,3.6,411,27.4,0.64,Sprinkler,Organic,8.14,Wheat,Cover crop
239,2021,Soybean,Soybean,5.9,42,22,144,3.3,530,29.1,0.79,None,Chemical,8.62,Rice,Cover crop
237,2018,Maize,Soybean,7.3,51,23,160,3.5,543,29.9,0.76,Drip,Organic,11.01,Wheat,Cover crop
311,2021,Wheat,Wheat,6.0,30,17,125,3.4,611,25.7,0.58,Drip,None,6.01,Legume,Reduced tillage
596,2022,Rice,Barley,6.4,38,19,126,3.5,772,29.6,0.66,None,Chemical,8.42,Wheat,Cover crop
509,2022,Maize,Barley,6.2,55,16,157,3.0,747,25.6,0.56,Sprinkler,None,8.46,Wheat,Cover crop
233,2018,Legume,Barley,6.6,43,26,122,3.3,435,20.3,0.75,Drip,None,8.05,Maize,Compost
518,2022,Legume,Soybean,6.6,36,30,149,2.6,753,23.0,0.75,Sprinkler,Chemical,8.23,Legume,Compost
439,2022,Soybean,Legume,5.7,55,20,158,3.9,530,21.4,0.74,Drip,Organic,9.37,Soybean,Compost
171,2018,Legume,Legume,6.5,52,26,147,2.7,575,20.0,0.55,None,None,6.1,Rice,Compost
596,2023,Legume,Wheat,6.8,44,21,137,3.0,696,25.9,0.62,Drip,Organic,7.35,Maize,Reduced tillage
261,2023,Wheat,Rice,6.9,47,22,130,3.1,774,24.2,0.67,None,Organic,7.88,Legume,Cover crop
128,2018,Rice,Wheat,6.4,60,18,128,3.5,718,21.4,0.71,Drip,Chemical,10.66,Wheat,Cover crop
588,2018,Legume,Legume,6.0,57,23,156,3.0,544,19.1,0.78,Drip,None,9.17,Legume,Reduced tillage
261,2023,Soybean,Maize,7.1,58,21,160,2.8,486,26.1,0.75,Sprinkler,Chemical,8.95,Rice,Compost
438,2021,Barley,Barley,5.7,36,16,128,3.1,566,22.5,0.71,Sprinkler,Chemical,7.66,Legume,Cover crop
524,2018,Soybean,Barley,6.6,58,17,153,3.8,639,29.5,0.72,Sprinkler,Organic,9.31,Soybean,Cover crop
578,2023,Wheat,Rice,7.0,33,18,146,2.7,553,29.2,0.61,Drip,Organic,6.17,Legume,Compost
433,2018,Wheat,Barley,7.2,37,16,156,3.2,555,20.1,0.74,Drip,None,7.83,Legume,Compost
597,2023,Maize,Maize,6.5,53,30,138,3.3,772,23.9,0.55,Drip,Organic,8.88,Wheat,Cover crop
387,2018,Legume,Maize,6.2,35,25,126,2.7,784,25.8,0.74,None,Organic,7.8,Maize,Compost
487,2019,Rice,Rice,6.6,48,16,159,3.1,607,22.9,0.55,Sprinkler,Chemical,7.33,Wheat,Cover crop
285,2023,Maize,Barley,7.5,56,26,149,2.6,557,22.8,0.76,Sprinkler,None,10.28,Wheat,Compost
600,2018,Legume,Wheat,7.2,36,30,120,3.7,783,25.1,0.8,Drip,None,9.15,Maize,None
367,2018,Barley,Legume,6.5,53,28,147,3.6,696,20.7,0.56,Sprinkler,None,7.15,Legume,Reduced tillage
240,2022,Soybean,Barley,5.8,52,28,151,3.6,676,23.3,0.65,Sprinkler,None,7.98,Barley,None
278,2018,Rice,Soybean,6.8,38,25,145,3.0,468,23.1,0.65,Sprinkler,Chemical,7.54,Wheat,Cover crop
146,2022,Barley,Maize,6.5,44,23,151,3.2,579,18.0,0.78,None,None,8.26,Legume,Compost
271,2019,Maize,Wheat,5.9,35,27,159,4.0,515,18.7,0.58,Sprinkler,Chemical,7.89,Wheat,Cover crop
440,2020,Soybean,Maize,7.4,41,29,134,2.9,713,28.9,0.74,Drip,Chemical,8.63,Wheat,Compost
476,2021,Maize,Soybean,5.7,46,25,129,3.5,539,23.6,0.74,Drip,None,10.12,Wheat,Cover crop
165,2020,Legume,Barley,5.9,54,15,123,3.6,583,28.1,0.77,Drip,Organic,9.59,Rice,Reduced tillage
200,2019,Rice,Rice,6.0,38,19,129,3.3,581,26.4,0.59,Sprinkler,None,6.92,Wheat,Cover crop
339,2019,Maize,Rice,6.8,35,25,157,2.8,418,20.8,0.61,Drip,Organic,7.25,Wheat,Compost
458,2023,Wheat,Wheat,6.6,48,24,129,3.5,528,29.2,0.56,Sprinkler,Chemical,6.82,Legume,Cover crop
237,2019,Maize,Maize,7.3,36,18,160,3.4,663,20.5,0.62,Drip,Organic,8.47,Wheat,Cover crop
493,2018,Maize,Soybean,6.8,58,15,137,3.2,625,19.2,0.68,Sprinkler,Organic,10.25,Wheat,Cover crop
421,2020,Legume,Legume,5.7,60,28,156,3.5,676,18.2,0.79,Sprinkler,Chemical,10.28,Soybean,Compost
533,2023,Soybean,Soybean,6.1,56,19,126,3.1,740,26.4,0.75,Drip,Organic,9.55,Legume,Reduced tillage
323,2020,Wheat,Soybean,5.9,34,29,132,3.5,708,23.1,0.68,Sprinkler,None,7.38,Legume,Compost
472,2019,Barley,Barley,5.9,55,16,134,3.4,714,28.9,0.67,Sprinkler,Organic,8.57,Legume,Reduced tillage
447,2019,Wheat,Legume,6.2,37,20,126,3.4,591,27.1,0.76,Drip,Chemical,8.63,Legume,Compost
500,2018,Legume,Legume,7.0,34,25,120,3.1,622,28.5,0.73,Sprinkler,Chemical,7.89,Legume,Cover crop
307,2023,Rice,Maize,7.5,45,28,150,2.6,552,27.9,0.69,Sprinkler,Chemical,8.39,Wheat,Compost
227,2019,Barley,Barley,6.2,49,17,120,2.8,571,20.2,0.59,Drip,Chemical,7.05,Legume,Compost
187,2019,Wheat,Soybean,6.2,54,27,135,3.9,626,21.5,0.69,Drip,None,8.72,Legume,Compost
415,2020,Barley,Soybean,5.5,47,26,140,3.7,546,23.0,0.66,Sprinkler,Organic,7.84,Legume,Compost
202,2018,Rice,Wheat,6.5,36,16,123,2.7,446,18.2,0.59,Drip,None,6.29,Wheat,Compost
295,2023,Rice,Maize,6.9,35,26,144,3.5,636,20.5,0.73,None,None,8.33,Wheat,Cover crop
585,2023,Maize,Soybean,7.3,44,23,156,2.8,433,23.1,0.65,None,Organic,7.99,Wheat,Compost
164,2018,Barley,Wheat,6.1,46,28,145,3.6,772,18.3,0.66,Sprinkler,None,7.98,Legume,None
259,2020,Rice,Barley,7.3,50,21,150,3.3,714,22.4,0.78,None,Chemical,10.25,Wheat,Cover crop
321,2018,Barley,Legume,5.5,36,30,126,3.9,549,29.0,0.74,Sprinkler,Organic,8.22,Legume,Compost
427,2022,Wheat,Wheat,6.1,54,30,135,3.6,614,23.2,0.69,Drip,Chemical,8.96,Legume,None
506,2019,Legume,Maize,6.6,54,16,140,2.7,693,18.4,0.63,Drip,Chemical,7.98,Wheat,Compost
384,2019,Rice,Barley,7.1,39,29,148,2.6,670,29.1,0.68,None,Chemical,7.96,Wheat,Compost
241,2019,Soybean,Soybean,5.6,56,27,152,3.0,509,24.0,0.65,Sprinkler,Chemical,7.91,Wheat,Reduced tillage
223,2018,Barley,Barley,6.8,56,27,137,3.1,711,29.4,0.59,None,Chemical,7.53,Legume,Reduced tillage
284,2020,Barley,Rice,6.7,35,18,131,3.7,751,22.3,0.56,None,Organic,6.39,Legume,None
133,2018,Barley,Barley,5.6,40,24,146,3.4,595,23.1,0.78,Sprinkler,None,8.44,Legume,Reduced tillage
345,2021,Soybean,Rice,6.1,43,18,125,3.1,495,20.1,0.75,None,None,7.69,Legume,None
458,2020,Soybean,Barley,7.1,52,17,160,3.3,727,18.5,0.75,Drip,None,9.14,Soybean,Reduced tillage
211,2019,Soybean,Maize,7.2,43,27,120,2.7,514,24.2,0.63,None,None,6.33,Maize,Compost
401,2020,Rice,Maize,7.1,30,18,121,2.6,550,27.7,0.76,None,Organic,7.93,Wheat,Compost
148,2020,Barley,Wheat,6.3,59,17,158,2.9,690,27.2,0.58,Drip,Organic,7.66,Legume,Compost
502,2023,Soybean,Wheat,7.3,40,18,156,2.6,778,27.7,0.61,Sprinkler,Chemical,6.98,Barley,Compost
325,2018,Barley,Rice,7.1,45,17,150,2.5,405,25.7,0.7,None,Organic,7.01,Legume,Compost
536,2019,Legume,Maize,7.0,60,26,121,3.2,759,19.2,0.66,None,Organic,8.46,Maize,Reduced tillage
517,2019,Wheat,Maize,6.1,41,20,128,2.6,795,27.7,0.56,None,None,6.04,Legume,Compost
345,2023,Wheat,Rice,6.5,46,26,144,2.7,629,21.1,0.55,Drip,None,6.2,Legume,Compost
135,2023,Maize,Rice,7.1,53,19,122,3.5,430,29.9,0.7,Drip,None,9.78,Wheat,Cover crop
320,2020,Rice,Legume,5.7,33,18,155,3.1,729,18.8,0.57,None,Organic,6.64,Wheat,Cover crop
474,2019,Legume,Legume,6.8,37,22,132,2.6,566,22.3,0.77,Sprinkler,Chemical,8.09,Barley,Compost
469,2019,Wheat,Rice,7.1,37,18,138,3.7,574,25.2,0.69,Sprinkler,Organic,7.69,Legume,Cover crop
534,2018,Barley,Legume,6.3,33,27,155,2.6,547,22.3,0.64,None,None,5.94,Legume,Compost
173,2018,Maize,Rice,5.5,33,27,137,3.7,752,28.7,0.74,Drip,Chemical,10.46,Wheat,Cover crop
483,2021,Wheat,Barley,6.9,52,30,126,2.9,796,24.6,0.61,Drip,Organic,7.83,Legume,Compost
267,2020,Soybean,Barley,7.3,30,27,120,3.4,778,22.0,0.78,Sprinkler,None,8.3,Rice,Reduced tillage
455,2021,Soybean,Soybean,6.3,49,22,159,3.5,578,24.9,0.56,Drip,None,6.78,Barley,Compost
141,2020,Maize,Legume,6.7,30,24,159,3.0,733,23.3,0.66,Drip,None,8.27,Wheat,Cover crop
446,2023,Barley,Soybean,6.4,54,27,158,2.6,707,27.7,0.6,None,Chemical,7.26,Legume,Compost
581,2020,Rice,Maize,6.5,50,27,127,3.2,550,26.1,0.64,Sprinkler,Chemical,8.45,Wheat,Cover crop
399,2018,Maize,Legume,6.3,49,29,144,2.6,788,22.7,0.58,Sprinkler,Organic,8.44,Wheat,Compost
305,2021,Wheat,Maize,6.1,46,19,137,3.7,604,28.5,0.7,Sprinkler,Organic,8.34,Legume,None
348,2023,Wheat,Wheat,6.3,42,20,151,3.6,750,21.5,0.59,Drip,Chemical,7.5,Legume,Reduced tillage
206,2018,Legume,Maize,6.1,38,20,132,3.0,574,27.9,0.65,None,None,6.55,Barley,Compost
482,2022,Barley,Soybean,6.7,58,17,148,2.8,585,29.5,0.56,None,None,6.57,Legume,Compost
421,2020,Legume,Maize,6.2,54,17,132,3.6,663,21.3,0.78,None,Chemical,9.58,Barley,Reduced tillage
248,2023,Maize,Maize,5.8,53,18,120,3.4,475,29.1,0.69,Drip,Organic,9.99,Wheat,Cover crop
216,2023,Wheat,Soybean,7.3,50,17,137,3.8,675,29.1,0.67,None,Chemical,8.35,Legume,Reduced tillage
449,2023,Rice,Rice,6.7,47,19,139,2.6,476,19.2,0.58,Sprinkler,None,6.69,Wheat,Compost
217,2018,Maize,Rice,6.7,48,17,152,2.7,407,29.5,0.75,Sprinkler,Chemical,9.82,Wheat,Compost
178,2020,Maize,Rice,6.2,44,28,133,3.5,585,24.0,0.66,Drip,Chemical,9.55,Wheat,Cover crop
544,2019,Rice,Maize,7.0,39,19,132,3.6,652,27.9,0.59,Drip,Chemical,7.83,Wheat,Cover crop
483,2019,Maize,Legume,6.1,40,18,124,3.8,669,26.2,0.74,Sprinkler,None,10.06,Wheat,Cover crop
270,2018,Maize,Soybean,6.2,37,20,152,3.9,481,18.1,0.62,Drip,Chemical,8.55,Wheat,Cover crop
323,2021,Rice,Legume,5.6,34,30,139,3.0,756,27.9,0.66,Sprinkler,Organic,7.95,Wheat,Cover crop
167,2018,Legume,Rice,6.1,32,21,144,3.3,709,20.3,0.64,Sprinkler,None,6.77,Rice,Reduced tillage
149,2023,Legume,Wheat,6.5,39,17,136,3.7,534,20.6,0.71,None,None,7.47,Rice,Cover crop
243,2020,Soybean,Maize,6.7,57,27,139,3.0,636,21.7,0.78,None,None,8.92,Barley,None
150,2018,Legume,Soybean,6.0,56,22,137,3.7,630,20.0,0.66,Sprinkler,Chemical,8.66,Wheat,Cover crop
113,2018,Legume,Maize,7.1,39,22,138,3.0,707,24.0,0.73,Sprinkler,Organic,8.13,Soybean,None
421,2018,Legume,Barley,6.5,32,30,152,3.1,763,30.0,0.75,None,None,7.68,Soybean,Reduced tillage
356,2022,Soybean,Maize,6.4,59,22,152,2.7,547,25.0,0.56,None,None,6.49,Wheat,Compost
183,2019,Maize,Maize,7.2,40,23,155,2.6,624,18.2,0.66,Sprinkler,None,8.22,Wheat,Compost
260,2023,Legume,Barley,5.9,42,29,139,3.2,770,28.3,0.61,Drip,None,7.18,Maize,None
298,2021,Soybean,Rice,5.5,51,29,144,3.9,471,19.9,0.8,None,None,8.94,Maize,Reduced tillage
162,2022,Maize,Barley,6.3,60,20,150,3.3,533,27.2,0.58,Drip,Organic,9.11,Wheat,Cover crop
505,2019,Barley,Maize,5.9,30,24,143,3.5,620,24.8,0.72,None,Chemical,7.55,Legume,None
438,2021,Wheat,Soybean,6.6,37,18,131,2.8,734,29.0,0.6,Drip,Organic,6.72,Legume,Compost
516,2023,Soybean,Barley,7.3,47,17,127,3.9,736,21.7,0.77,Drip,Chemical,9.89,Wheat,Reduced tillage
596,2020,Maize,Wheat,5.6,42,22,149,3.3,445,23.7,0.73,Drip,Organic,9.66,Wheat,Cover crop
464,2023,Maize,Rice,6.0,60,18,125,3.5,772,22.1,0.64,Drip,Organic,10.63,Wheat,Cover crop
520,2022,Legume,Legume,6.2,59,23,130,2.6,526,24.0,0.74,None,None,8.2,Rice,Compost
200,2023,Rice,Soybean,6.7,35,30,145,3.2,666,23.9,0.67,Sprinkler,None,7.8,Wheat,Cover crop
285,2022,Rice,Wheat,5.9,54,24,125,3.2,704,18.9,0.64,Sprinkler,None,8.62,Wheat,Cover crop
592,2022,Legume,Barley,7.1,35,28,151,3.8,498,20.4,0.7,Sprinkler,Chemical,7.73,Rice,Cover crop
287,2018,Wheat,Wheat,5.6,37,18,141,3.0,400,21.7,0.6,None,Chemical,5.93,Legume,Compost
356,2022,Maize,Wheat,6.0,48,15,125,2.5,771,24.3,0.65,Drip,Chemical,9.52,Wheat,Compost
523,2021,Legume,Barley,5.5,56,17,141,4.0,646,20.7,0.72,None,Chemical,9.23,Rice,None
337,2023,Maize,Rice,6.4,31,27,127,2.6,492,27.1,0.66,Drip,Chemical,7.85,Wheat,Compost
215,2023,Maize,Wheat,6.2,55,27,156,3.3,481,28.7,0.78,Sprinkler,Chemical,11.24,Wheat,Cover crop
154,2023,Legume,Soybean,6.2,51,29,159,2.8,793,28.5,0.67,None,None,7.74,Legume,Compost
272,2020,Legume,Barley,5.7,60,29,151,2.8,493,26.8,0.76,None,Organic,8.74,Rice,Compost
361,2020,Rice,Barley,6.6,47,28,124,2.6,787,24.3,0.72,Drip,None,9.15,Wheat,Compost
583,2020,Barley,Rice,7.5,45,24,133,3.9,499,29.9,0.65,Drip,Chemical,7.94,Legume,Cover crop
187,2021,Maize,Maize,6.5,56,30,147,3.8,791,28.5,0.7,Drip,Organic,11.4,Wheat,Cover crop
272,2022,Rice,Legume,7.0,42,23,157,3.4,626,26.9,0.64,Sprinkler,Organic,8.11,Wheat,Cover crop
223,2020,Rice,Soybean,7.2,50,16,160,2.7,412,27.3,0.61,Drip,None,7.25,Wheat,Compost
408,2023,Wheat,Barley,6.9,51,27,140,3.8,728,25.5,0.63,None,None,7.71,Legume,None
513,2020,Soybean,Barley,7.2,31,30,153,2.5,517,24.4,0.6,Sprinkler,Chemical,5.77,Rice,Compost
398,2019,Maize,Legume,6.7,37,28,158,3.1,779,24.3,0.72,Drip,None,9.65,Wheat,Cover crop
344,2019,Rice,Maize,5.6,55,23,125,3.0,769,28.6,0.6,Sprinkler,Chemical,8.67,Wheat,Cover crop
530,2018,Soybean,Wheat,5.6,53,19,146,3.0,517,28.4,0.66,Sprinkler,Chemical,7.88,Maize,Reduced tillage
557,2020,Rice,Rice,6.1,43,23,145,3.8,781,18.4,0.6,None,Chemical,8.21,Wheat,Cover crop
201,2022,Barley,Rice,6.0,40,19,123,3.6,788,24.9,0.75,None,None,8.38,Legume,Cover crop
111,2019,Legume,Rice,6.4,45,18,158,3.0,600,21.6,0.68,Sprinkler,Chemical,7.84,Rice,None
204,2022,Maize,Maize,7.2,30,28,125,2.9,510,28.7,0.66,Sprinkler,Chemical,7.88,Wheat,Compost
239,2023,Rice,Barley,6.7,57,25,121,3.9,576,26.0,0.74,Sprinkler,None,10.03,Wheat,Cover crop
310,2018,Maize,Rice,5.6,42,30,141,3.1,640,18.7,0.57,Sprinkler,Organic,7.8,Wheat,Cover crop
449,2018,Maize,Barley,5.9,58,27,126,3.8,691,19.3,0.6,Drip,Chemical,10.16,Wheat,Cover crop
287,2022,Legume,Barley,6.5,39,18,133,3.9,527,24.0,0.78,Drip,None,8.67,Soybean,Cover crop
351,2022,Wheat,Wheat,6.8,54,27,143,2.7,415,27.8,0.62,Drip,None,6.91,Legume,Compost
595,2021,Barley,Maize,7.0,51,24,148,3.3,537,24.1,0.6,None,None,6.77,Legume,Compost
365,2020,Rice,Maize,6.4,57,25,138,3.5,403,28.4,0.77,Sprinkler,None,9.75,Wheat,Cover crop
346,2019,Barley,Wheat,6.7,36,18,148,3.3,659,20.9,0.72,Drip,Chemical,8.23,Legume,Reduced tillage
479,2018,Rice,Rice,7.0,40,23,136,4.0,421,24.6,0.71,Drip,Organic,8.85,Wheat,Cover crop
401,2019,Wheat,Maize,7.5,50,16,149,3.4,590,23.2,0.76,Drip,None,8.9,Legume,None
418,2022,Wheat,Wheat,7.0,35,21,122,3.8,710,29.4,0.71,Drip,Chemical,8.46,Legume,Reduced tillage
213,2018,Barley,Maize,7.3,41,27,142,2.9,401,29.7,0.56,Sprinkler,Organic,5.73,Legume,Compost
404,2018,Soybean,Soybean,7.1,56,16,131,3.5,506,29.1,0.56,None,Organic,6.86,Barley,Compost
211,2018,Barley,Soybean,5.5,39,19,132,2.6,672,19.7,0.56,Sprinkler,Chemical,6.16,Legume,Compost
578,2022,Maize,Wheat,6.1,57,18,122,3.3,428,28.9,0.64,Sprinkler,Chemical,9.42,Wheat,Cover crop
463,2021,Maize,Barley,6.2,54,30,158,3.2,504,25.0,0.68,Sprinkler,None,9.4,Wheat,Cover crop
239,2023,Soybean,Legume,6.9,37,18,143,3.8,674,19.9,0.59,Sprinkler,None,6.69,Barley,Reduced tillage
324,2020,Maize,Barley,6.2,60,18,152,3.0,585,22.4,0.67,Drip,Organic,10.21,Wheat,Cover crop
502,2022,Legume,Legume,5.7,58,25,157,2.6,427,29.2,0.58,Drip,Organic,6.87,Legume,Compost
537,2022,Soybean,Soybean,6.0,46,29,144,2.7,573,18.2,0.73,Drip,Organic,8.22,Barley,Compost
245,2022,Legume,Wheat,7.3,57,25,121,3.3,469,25.9,0.62,Sprinkler,Chemical,7.72,Wheat,Reduced tillage
570,2020,Wheat,Rice,7.4,43,26,142,3.7,707,26.4,0.74,None,Chemical,8.73,Legume,Compost
361,2022,Wheat,Wheat,6.5,52,19,129,3.2,797,22.0,0.66,Drip,Organic,8.54,Legume,None
579,2021,Soybean,Soybean,6.6,35,26,138,3.8,460,19.5,0.68,None,Chemical,7.21,Legume,Reduced tillage
348,2022,Rice,Barley,5.6,45,16,138,3.8,586,25.2,0.62,Drip,Organic,8.35,Wheat,Cover crop
453,2023,Rice,Rice,7.3,59,18,147,3.1,501,26.1,0.64,Drip,Organic,8.81,Wheat,Cover crop
533,2021,Wheat,Maize,6.2,48,22,141,3.9,486,27.3,0.66,Drip,Organic,8.03,Legume,Cover crop
293,2020,Wheat,Maize,7.3,34,30,129,3.5,603,22.3,0.75,Drip,Chemical,8.44,Legume,Cover crop
456,2023,Maize,Soybean,5.7,59,16,123,3.0,586,22.0,0.61,Drip,Chemical,9.55,Wheat,Cover crop
283,2022,Soybean,Soybean,7.3,55,20,127,3.1,685,29.5,0.72,None,Chemical,8.79,Legume,None
459,2021,Rice,Barley,5.6,56,26,120,3.0,780,25.0,0.56,Drip,Organic,8.28,Wheat,Cover crop
127,2020,Maize,Wheat,6.4,41,25,150,3.3,792,19.9,0.71,Sprinkler,Chemical,10.23,Wheat,Cover crop
399,2019,Maize,Rice,6.6,58,16,159,3.5,524,28.4,0.72,Drip,None,10.58,Wheat,Cover crop
369,2022,Barley,Barley,6.6,50,15,125,2.6,590,27.5,0.69,Sprinkler,None,7.6,Legume,Compost
148,2018,Soybean,Maize,5.8,35,27,138,2.6,712,26.5,0.72,Sprinkler,None,7.39,Legume,Compost
212,2022,Rice,Maize,6.5,31,20,120,3.5,520,24.5,0.71,Sprinkler,None,7.86,Wheat,Cover crop
584,2023,Wheat,Barley,6.6,36,24,138,3.9,630,24.2,0.74,Drip,Chemical,8.72,Legume,None
307,2019,Legume,Soybean,7.3,55,19,120,3.3,553,24.2,0.57,Drip,None,7.04,Legume,None
323,2020,Rice,Soybean,5.8,56,28,139,2.9,415,21.1,0.71,None,Organic,8.7,Wheat,Compost
492,2019,Rice,Barley,7.1,43,22,148,3.4,733,21.9,0.57,Sprinkler,Organic,7.6,Wheat,Cover crop
343,2021,Soybean,Soybean,6.7,35,24,144,3.3,739,19.1,0.78,Drip,Chemical,9.02,Barley,Reduced tillage
507,2022,Barley,Legume,6.2,32,25,141,3.7,606,21.7,0.59,Sprinkler,Chemical,6.56,Legume,Cover crop
583,2019,Legume,Rice,7.1,48,15,155,3.9,592,21.2,0.79,Drip,Chemical,9.85,Rice,Cover crop
591,2018,Legume,Barley,5.9,34,19,135,3.5,732,25.6,0.77,None,Chemical,8.52,Rice,None
171,2019,Wheat,Maize,6.4,37,30,155,3.7,427,29.8,0.72,None,None,7.25,Legume,None
352,2020,Legume,Barley,7.4,45,22,123,3.9,568,21.9,0.65,Drip,Organic,7.93,Rice,None
434,2023,Soybean,Rice,6.5,47,15,123,3.8,572,18.8,0.73,Drip,Organic,8.86,Legume,None
434,2021,Soybean,Legume,6.0,49,23,133,4.0,514,20.0,0.56,Drip,None,6.91,Soybean,None
282,2019,Soybean,Soybean,5.9,31,24,129,2.6,750,24.1,0.66,Drip,Organic,6.98,Wheat,Compost
544,2020,Maize,Wheat,6.0,32,17,156,4.0,577,26.0,0.71,Drip,Chemical,9.73,Wheat,Cover crop
292,2023,Wheat,Maize,5.9,58,25,123,3.3,720,21.2,0.6,None,None,7.49,Legume,None
561,2021,Rice,Legume,7.5,35,30,157,3.5,424,27.4,0.58,None,Organic,6.4,Wheat,Cover crop
150,2018,Rice,Wheat,7.3,53,17,151,2.6,586,19.8,0.7,Sprinkler,Chemical,9.07,Wheat,Compost
279,2021,Legume,Soybean,6.7,54,28,143,3.4,410,22.0,0.58,None,Organic,6.72,Maize,Compost
416,2022,Rice,Wheat,7.4,55,24,133,3.0,657,27.9,0.56,None,Organic,7.55,Wheat,Cover crop
348,2021,Legume,Legume,6.9,33,22,122,3.1,405,25.1,0.59,None,None,5.41,Rice,None
248,2020,Maize,Rice,5.7,44,22,129,2.6,525,19.0,0.58,Drip,None,7.37,Wheat,Compost
510,2018,Maize,Rice,6.3,41,27,122,2.8,503,22.8,0.78,Drip,Chemical,10.26,Wheat,Compost
362,2018,Rice,Maize,6.0,40,25,141,2.7,633,29.3,0.77,Sprinkler,None,8.86,Wheat,Compost
308,2023,Rice,Legume,5.6,44,25,127,2.5,582,28.8,0.76,Sprinkler,Chemical,9.18,Wheat,Compost
382,2021,Wheat,Rice,6.7,40,29,124,3.7,491,19.0,0.68,Drip,Chemical,7.86,Legume,Reduced tillage
515,2019,Maize,Soybean,7.1,36,22,134,2.5,589,21.3,0.62,Sprinkler,Organic,7.55,Wheat,Compost
264,2018,Rice,Soybean,6.4,31,29,157,2.9,474,28.3,0.73,None,None,7.42,Wheat,Compost
176,2020,Maize,Rice,6.9,43,25,160,3.9,569,26.9,0.69,None,Organic,9.44,Wheat,Cover crop
118,2020,Wheat,Legume,7.3,40,24,154,3.3,798,21.8,0.56,None,None,6.35,Legume,Compost
301,2020,Legume,Maize,5.9,43,21,135,2.5,646,26.5,0.64,Drip,None,6.92,Rice,Compost
459,2018,Wheat,Barley,7.1,58,24,127,3.1,534,20.8,0.78,None,Organic,9.08,Legume,Reduced tillage
150,2021,Wheat,Legume,6.0,31,18,131,3.0,758,28.5,0.59,Sprinkler,None,6.14,Legume,Reduced tillage
572,2023,Barley,Legume,6.4,44,26,144,3.3,632,22.5,0.66,None,Chemical,7.57,Legume,Cover crop
353,2023,Maize,Legume,7.0,37,15,124,4.0,751,22.2,0.64,Sprinkler,None,8.96,Wheat,Cover crop
497,2021,Barley,Barley,5.9,52,17,151,3.4,592,21.5,0.67,Sprinkler,Organic,8.15,Legume,Compost
471,2020,Wheat,Rice,6.2,52,24,142,3.7,778,22.0,0.6,Drip,Chemical,8.28,Legume,Cover crop
440,2021,Rice,Soybean,5.5,38,27,131,3.8,640,24.5,0.71,Drip,None,8.87,Wheat,Cover crop
435,2023,Maize,Rice,5.7,51,20,146,2.5,465,29.7,0.76,Sprinkler,Chemical,10.16,Wheat,Compost
504,2023,Wheat,Wheat,6.6,46,15,127,2.5,710,28.6,0.75,Drip,None,8.37,Legume,Compost
401,2023,Wheat,Barley,6.1,48,15,155,2.6,639,18.6,0.77,None,Chemical,8.59,Legume,Compost
454,2021,Legume,Maize,6.6,41,29,149,3.7,653,27.4,0.57,Sprinkler,Organic,6.8,Rice,Reduced tillage
458,2021,Barley,Maize,7.3,33,18,156,3.0,731,25.9,0.73,Drip,Chemical,8.17,Legume,None
115,2021,Rice,Maize,6.8,60,26,144,3.5,688,26.2,0.8,None,None,10.59,Wheat,Cover crop
119,2020,Wheat,Maize,6.2,37,29,138,3.6,800,26.0,0.59,None,None,6.65,Legume,None
283,2018,Rice,Rice,7.0,58,28,160,3.2,585,24.5,0.69,Sprinkler,None,9.14,Wheat,Cover crop
351,2023,Rice,Soybean,6.5,60,24,151,3.2,522,22.5,0.8,Sprinkler,Organic,10.67,Wheat,Cover crop
448,2020,Legume,Barley,6.1,47,22,143,3.1,696,25.1,0.74,None,Chemical,8.6,Maize,Cover crop
532,2018,Barley,Maize,5.6,42,23,147,3.5,463,19.8,0.75,None,Organic,8.01,Legume,Cover crop
